Id,Percentage in Operating Systems,Percentage in Algorithms,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Communication skills rating,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,Certifications 1,Certifications 2,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,worked in teams ever?,Introvert,Suggested Job Role
1152,80,89,69,88,87,85,90,78,4,1,5,7,4,no,yes,no,python,system designing,excellent,excellent,parallel computing,cloud computing,higherstudies,Web Services,Management,yes,no,UX Designer
1153,82,77,67,74,93,60,84,60,9,1,0,2,2,yes,yes,no,information security,cloud computing,poor,medium,Computer Architecture,Business process analyst,job,Cloud Services,Technical,no,no,UX Designer
1154,70,79,78,84,67,69,64,73,8,1,1,4,7,yes,no,yes,python,testing,poor,excellent,hacking,cloud computing,job,Sales and Marketing,Management,no,no,CRM Technical Developer
1155,72,93,71,94,68,78,75,65,5,2,0,1,6,yes,yes,no,hadoop,hacking,poor,medium,Computer Architecture,cloud computing,job,Service Based,Management,yes,yes,Quality Assurance Associate
1156,67,69,72,85,61,64,72,79,9,4,0,3,5,no,yes,no,r programming,cloud computing,excellent,medium,parallel computing,testing,higherstudies,Cloud Services,Technical,yes,yes,Project Manager
1157,69,84,88,84,92,90,66,76,10,3,2,2,9,yes,yes,yes,python,web technologies,medium,excellent,programming,system developer,higherstudies,Cloud Services,Management,yes,no,Network Engineer
1158,92,88,75,71,93,87,89,79,8,3,4,2,7,yes,yes,no,information security,game development,excellent,poor,parallel computing,security,higherstudies,Web Services,Technical,yes,yes,Information Technology Auditor
1159,73,61,88,70,91,90,64,62,6,9,1,2,1,yes,yes,no,shell programming,testing,poor,poor,IOT,developer,higherstudies,Testing and Maintainance Services,Management,no,no,Network Engineer
1160,70,65,87,86,63,72,77,76,10,5,3,3,7,no,no,yes,distro making,testing,excellent,excellent,networks,system developer,higherstudies,Testing and Maintainance Services,Management,yes,no,Technical Engineer
1161,68,72,84,90,66,72,84,88,5,1,2,8,4,no,no,no,shell programming,data science,poor,medium,parallel computing,Business process analyst,higherstudies,Cloud Services,Management,yes,yes,Design & UX
1162,87,68,92,92,91,68,64,71,5,8,5,3,6,no,yes,yes,information security,hacking,poor,excellent,Software Engineering,system developer,job,Service Based,Technical,no,yes,Database Manager
1163,83,87,91,87,68,84,60,90,10,5,6,5,4,yes,yes,no,machine learning,hacking,poor,excellent,networks,Business process analyst,job,Finance,Management,yes,yes,Technical Support
1164,61,90,62,92,80,92,84,82,9,1,1,6,2,yes,no,yes,r programming,web technologies,medium,medium,Computer Architecture,testing,job,SAaS services,Management,yes,no,Software Developer
1165,86,90,93,75,64,78,90,60,6,2,0,8,6,no,no,no,app development,data science,medium,medium,cloud computing,testing,higherstudies,SAaS services,Technical,yes,no,Software Engineer
1166,64,74,62,91,91,69,90,69,10,8,4,2,4,yes,no,no,app development,database security,excellent,medium,data engineering,developer,higherstudies,SAaS services,Management,no,no,Project Manager
1167,89,89,65,71,89,75,86,82,8,8,0,1,9,yes,no,no,r programming,cloud computing,medium,poor,programming,testing,job,Testing and Maintainance Services,Technical,yes,yes,Mobile Applications Developer
1168,77,71,92,91,92,82,75,79,7,2,0,4,8,no,no,yes,full stack,testing,excellent,medium,cloud computing,security,higherstudies,Finance,Technical,yes,yes,Web Developer
1169,69,91,69,69,88,83,86,94,8,6,2,9,9,yes,yes,yes,full stack,cloud computing,excellent,excellent,Management,system developer,job,Web Services,Technical,no,no,Software Quality Assurance (QA) / Testing
1170,88,86,60,75,68,92,62,62,8,4,5,2,1,no,no,yes,full stack,database security,excellent,poor,IOT,developer,job,Cloud Services,Technical,no,yes,Solutions Architect
1171,63,82,78,79,94,81,68,82,5,6,2,6,9,yes,no,yes,information security,testing,medium,excellent,programming,system developer,job,Testing and Maintainance Services,Technical,yes,yes,Programmer Analyst
1172,93,62,90,89,75,89,83,60,8,3,2,7,4,yes,no,no,full stack,hacking,medium,medium,cloud computing,system developer,job,Testing and Maintainance Services,Management,no,no,Web Developer
1173,80,82,70,77,91,65,64,79,7,4,0,2,3,yes,no,yes,r programming,cloud computing,poor,medium,networks,cloud computing,higherstudies,product development,Management,no,yes,Software Engineer
1174,90,86,61,79,76,82,65,66,4,4,5,9,5,no,no,no,python,system designing,poor,poor,data engineering,testing,job,product development,Management,no,no,Database Developer
1175,92,71,87,78,74,60,88,79,6,9,3,6,8,no,yes,yes,app development,database security,poor,poor,hacking,system developer,higherstudies,Service Based,Technical,no,no,Business Systems Analyst
1176,82,92,63,84,72,65,84,69,10,1,3,8,7,no,no,no,app development,web technologies,poor,medium,parallel computing,cloud computing,higherstudies,Finance,Management,yes,no,Systems Security Administrator
1177,63,88,85,93,83,77,62,93,5,1,0,7,4,yes,yes,yes,python,web technologies,medium,excellent,IOT,Business process analyst,higherstudies,Testing and Maintainance Services,Management,yes,yes,Systems Analyst
1178,72,72,94,79,82,77,78,81,12,7,0,7,9,yes,yes,no,information security,hacking,excellent,excellent,networks,testing,higherstudies,Cloud Services,Technical,no,yes,Software Systems Engineer
1179,84,78,73,84,75,91,92,69,11,6,2,8,4,no,no,no,distro making,testing,poor,excellent,Management,cloud computing,higherstudies,Testing and Maintainance Services,Technical,yes,yes,Network Security Engineer
1180,76,88,93,84,84,90,62,94,7,6,6,9,8,no,no,yes,information security,system designing,poor,poor,Computer Architecture,security,job,Testing and Maintainance Services,Technical,yes,no,Data Architect
1181,62,63,94,92,69,67,78,62,10,7,1,2,7,no,yes,no,r programming,cloud computing,poor,excellent,hacking,testing,job,Product based,Technical,yes,no,Data Architect
1182,69,90,65,81,71,71,77,83,9,6,6,5,2,yes,yes,no,full stack,cloud computing,excellent,medium,Software Engineering,Business process analyst,job,Service Based,Technical,no,yes,Software Quality Assurance (QA) / Testing
1183,65,63,87,92,80,71,71,80,5,7,4,5,6,yes,no,no,distro making,data science,excellent,poor,programming,cloud computing,higherstudies,product development,Management,no,yes,Database Manager
1184,79,63,94,71,77,66,73,91,10,9,2,6,9,yes,yes,no,distro making,game development,medium,excellent,Software Engineering,system developer,higherstudies,Finance,Technical,yes,yes,Database Developer
1185,84,60,62,79,83,80,69,94,10,2,3,1,8,yes,no,no,full stack,data science,excellent,poor,parallel computing,testing,higherstudies,product development,Technical,yes,no,Network Security Engineer
1186,89,72,62,85,84,83,70,84,11,2,4,5,1,no,yes,no,shell programming,web technologies,excellent,medium,programming,testing,higherstudies,Service Based,Management,yes,no,Network Security Administrator
1187,71,76,64,81,75,88,64,72,12,1,2,3,6,no,yes,yes,hadoop,data science,poor,poor,IOT,developer,higherstudies,SAaS services,Technical,no,no,Quality Assurance Associate
1188,88,67,87,60,93,92,89,61,12,1,0,9,9,yes,no,no,information security,testing,medium,poor,programming,testing,higherstudies,Product based,Management,yes,yes,CRM Technical Developer
1189,88,73,66,71,62,73,87,78,4,2,4,4,9,yes,no,yes,shell programming,system designing,poor,excellent,programming,Business process analyst,higherstudies,Cloud Services,Technical,yes,yes,Network Engineer
1190,80,78,62,84,70,77,61,60,10,4,1,2,5,no,yes,no,python,web technologies,poor,poor,networks,testing,job,BPA,Technical,no,yes,Network Engineer
1191,63,68,62,94,73,89,86,81,11,8,4,2,2,no,no,no,information security,data science,medium,excellent,Management,cloud computing,higherstudies,Finance,Technical,yes,no,Quality Assurance Associate
1192,70,68,87,82,86,79,73,83,5,1,2,6,3,yes,yes,yes,machine learning,cloud computing,poor,excellent,Management,developer,job,Product based,Management,yes,no,E-Commerce Analyst
1193,93,93,78,93,92,77,85,84,12,7,1,7,9,no,yes,yes,app development,game development,medium,poor,Computer Architecture,developer,higherstudies,Finance,Technical,yes,no,Software Quality Assurance (QA) / Testing
1194,68,73,87,82,92,83,79,81,7,7,4,3,3,yes,no,no,python,system designing,medium,poor,data engineering,Business process analyst,job,SAaS services,Management,no,yes,CRM Business Analyst
1195,82,86,94,85,61,82,89,81,7,8,6,8,7,yes,yes,yes,r programming,cloud computing,excellent,poor,Software Engineering,security,job,Testing and Maintainance Services,Technical,no,yes,Database Manager
1196,87,63,92,94,85,93,70,89,4,1,6,3,9,yes,yes,yes,python,web technologies,medium,medium,Management,Business process analyst,higherstudies,Sales and Marketing,Technical,yes,yes,UX Designer
1197,71,82,66,88,69,70,81,76,12,9,3,7,2,no,yes,no,hadoop,web technologies,poor,medium,data engineering,testing,higherstudies,Sales and Marketing,Management,yes,no,Technical Support
1198,74,83,72,71,81,68,61,71,8,3,5,5,1,yes,no,yes,python,data science,medium,poor,data engineering,system developer,job,product development,Technical,yes,no,Database Developer
1199,84,76,68,91,94,77,87,68,7,2,4,2,6,no,yes,yes,full stack,hacking,excellent,poor,data engineering,testing,higherstudies,Testing and Maintainance Services,Management,yes,yes,Network Security Administrator
1200,70,93,93,81,78,63,86,70,9,8,4,5,7,no,yes,no,information security,hacking,medium,medium,IOT,security,higherstudies,Testing and Maintainance Services,Technical,yes,yes,Technical Support
1201,66,85,65,63,69,86,90,68,12,5,0,7,1,yes,yes,no,distro making,hacking,poor,excellent,parallel computing,testing,higherstudies,Sales and Marketing,Technical,no,no,Technical Services/Help Desk/Tech Support
1202,78,68,74,78,91,67,94,77,9,7,5,7,5,no,no,no,distro making,cloud computing,medium,excellent,networks,Business process analyst,higherstudies,Web Services,Management,no,yes,Portal Administrator
1203,77,69,82,61,93,77,89,61,8,7,1,8,4,yes,no,yes,shell programming,data science,poor,poor,Management,system developer,higherstudies,Product based,Technical,yes,no,Business Intelligence Analyst
1204,81,69,74,70,93,93,92,86,12,8,1,2,8,yes,no,yes,full stack,testing,excellent,medium,Computer Architecture,Business process analyst,higherstudies,Testing and Maintainance Services,Management,no,yes,Web Developer
1205,82,77,79,93,94,76,67,86,8,6,0,6,9,no,yes,yes,python,game development,poor,medium,hacking,system developer,job,Testing and Maintainance Services,Technical,yes,no,Web Developer
1206,84,91,75,90,78,60,93,72,9,4,4,5,4,no,no,yes,information security,database security,poor,excellent,Software Engineering,testing,job,Service Based,Management,yes,yes,Software Developer
1207,71,83,88,81,87,64,83,87,8,2,1,1,8,yes,no,yes,python,system designing,medium,medium,hacking,cloud computing,job,SAaS services,Management,yes,yes,Network Engineer
1208,85,76,71,70,88,78,88,75,8,2,6,8,5,no,no,no,information security,hacking,excellent,poor,Management,developer,job,Cloud Services,Management,no,no,Database Administrator
1209,92,67,87,80,82,94,67,94,12,5,1,6,3,yes,no,yes,shell programming,web technologies,medium,poor,data engineering,testing,higherstudies,Cloud Services,Technical,yes,yes,CRM Technical Developer
1210,75,79,67,61,79,80,86,80,4,4,6,9,4,yes,no,yes,hadoop,system designing,medium,medium,Software Engineering,Business process analyst,job,product development,Management,no,no,Software Quality Assurance (QA) / Testing
1211,81,62,87,82,88,82,93,61,9,5,5,8,7,no,no,yes,python,web technologies,medium,poor,cloud computing,developer,higherstudies,Service Based,Technical,no,yes,Network Engineer
1212,82,72,87,72,94,63,85,81,10,7,5,7,5,yes,yes,no,r programming,hacking,medium,poor,Software Engineering,developer,higherstudies,Web Services,Management,yes,yes,Mobile Applications Developer
1213,92,71,90,74,83,73,76,94,10,6,3,2,7,yes,no,yes,r programming,game development,medium,poor,Software Engineering,developer,higherstudies,Service Based,Management,no,no,CRM Technical Developer
1214,73,81,85,75,61,81,93,94,4,5,1,3,8,yes,yes,yes,shell programming,data science,medium,medium,Software Engineering,system developer,job,Cloud Services,Management,no,yes,Programmer Analyst
1215,74,72,74,77,65,90,87,93,4,3,2,1,5,no,yes,no,distro making,data science,poor,poor,data engineering,security,higherstudies,Web Services,Technical,yes,no,Software Quality Assurance (QA) / Testing
1216,61,84,78,60,86,65,86,60,8,4,0,5,3,no,yes,no,full stack,cloud computing,excellent,excellent,parallel computing,developer,job,Sales and Marketing,Technical,no,yes,Data Architect
1217,77,74,69,89,94,86,67,79,11,8,5,4,2,yes,yes,yes,distro making,database security,medium,medium,IOT,cloud computing,job,BPA,Technical,yes,yes,Web Developer
1218,87,74,83,88,73,67,63,89,8,8,1,2,1,yes,yes,yes,app development,system designing,excellent,medium,IOT,security,higherstudies,Cloud Services,Management,no,no,CRM Business Analyst
1219,79,64,79,94,94,92,80,75,10,2,6,7,3,yes,no,no,machine learning,game development,medium,medium,cloud computing,testing,higherstudies,Service Based,Technical,no,no,Quality Assurance Associate
1220,92,78,60,86,83,76,65,81,10,1,2,1,5,yes,no,yes,r programming,web technologies,medium,excellent,hacking,system developer,job,product development,Technical,no,no,Systems Analyst
1221,73,71,78,76,78,73,73,77,11,3,2,7,8,yes,yes,yes,full stack,testing,excellent,medium,data engineering,Business process analyst,job,Testing and Maintainance Services,Technical,yes,no,Information Security Analyst
1222,63,69,82,63,62,63,73,71,4,7,5,5,5,yes,no,no,machine learning,system designing,excellent,medium,IOT,cloud computing,higherstudies,product development,Technical,yes,no,Database Developer
1223,87,91,65,75,71,82,85,76,11,7,1,8,8,yes,yes,no,hadoop,testing,medium,poor,programming,developer,job,product development,Management,no,no,Software Systems Engineer
1224,60,73,87,63,94,61,72,93,9,6,5,5,5,yes,yes,yes,shell programming,hacking,poor,poor,Management,security,higherstudies,BPA,Management,yes,yes,Database Developer
1225,74,81,86,72,81,60,87,80,6,6,6,3,1,no,yes,no,shell programming,database security,medium,poor,cloud computing,Business process analyst,job,SAaS services,Technical,no,no,CRM Business Analyst
1226,88,81,81,60,87,63,91,80,5,7,0,7,4,yes,yes,yes,r programming,game development,poor,medium,cloud computing,system developer,higherstudies,BPA,Technical,yes,yes,Network Engineer
1227,85,66,63,80,62,82,77,88,10,7,0,7,7,yes,no,yes,hadoop,cloud computing,poor,medium,IOT,system developer,job,BPA,Technical,no,no,Systems Analyst
1228,79,60,83,70,78,84,63,74,5,2,1,7,5,no,no,yes,python,cloud computing,poor,medium,parallel computing,Business process analyst,higherstudies,SAaS services,Management,yes,no,Data Architect
1229,81,79,60,80,65,62,73,85,8,6,0,8,1,no,yes,no,shell programming,cloud computing,poor,poor,Computer Architecture,system developer,job,Cloud Services,Technical,yes,yes,Database Manager
1230,83,77,64,81,67,64,65,84,4,9,3,9,8,yes,no,yes,hadoop,hacking,poor,excellent,hacking,Business process analyst,job,Testing and Maintainance Services,Management,yes,no,Solutions Architect
1231,84,76,74,90,88,90,82,64,6,4,2,7,9,no,yes,yes,python,cloud computing,excellent,medium,hacking,testing,higherstudies,Testing and Maintainance Services,Technical,yes,no,Systems Analyst
1232,64,85,90,84,62,65,81,75,4,9,0,2,9,yes,no,no,full stack,cloud computing,medium,poor,Management,system developer,job,Cloud Services,Technical,yes,yes,Web Developer
1233,65,73,78,70,75,80,61,71,8,1,4,3,6,no,no,yes,app development,system designing,poor,medium,Software Engineering,Business process analyst,higherstudies,Product based,Technical,yes,no,Information Technology Auditor
1234,92,74,86,91,92,91,61,80,9,3,3,2,4,no,yes,yes,r programming,web technologies,excellent,poor,networks,testing,job,Testing and Maintainance Services,Management,no,yes,Systems Security Administrator
1235,63,90,60,73,74,78,64,76,10,1,3,9,8,yes,no,yes,full stack,cloud computing,medium,excellent,hacking,security,higherstudies,BPA,Management,yes,no,Business Intelligence Analyst
